Erythroid,T,B,GMP,Myeloid
0.27908212,0.08322081,0.2570459,0.27504146,0.105609715
0.24399005,0.05263502,0.05587113,0.3022383,0.34526545
0.4097458,0.096907064,0.14602162,0.03186581,0.31545973
0.21721552,0.2634843,0.086463645,0.3093976,0.123438925
0.15622649,0.22915016,0.1810948,0.20503156,0.22849706
0.26946768,0.24982005,0.10598985,0.25232616,0.122396246
0.19945708,0.15277646,0.15343647,0.25665727,0.2376727
0.25123405,0.17808694,0.3023211,0.15956327,0.108794585
0.16171893,0.24918221,0.39204308,0.099050984,0.09800474
0.109108016,0.16263679,0.2172979,0.22569121,0.28526607
0.18650195,0.24865055,0.082205534,0.20273173,0.27991027
0.29479495,0.22295131,0.26022238,0.046483424,0.17554794
0.26170257,0.25926968,0.26255697,0.056882016,0.15958877
0.12236856,0.225184,0.23916519,0.2372787,0.17600359
0.14793922,0.26878566,0.22103003,0.124608666,0.23763642
0.16870837,0.3381213,0.2402398,0.1241708,0.1287597
0.20751254,0.18568899,0.31779984,0.053339828,0.23565876
0.22497329,0.08611618,0.35409126,0.23583484,0.09898444
0.10343724,0.26057652,0.28709176,0.26625612,0.082638375
0.10154109,0.17336416,0.28186485,0.22437324,0.21885668
0.08777082,0.18227237,0.328293,0.12323333,0.27843052
0.38002613,0.09453348,0.35369784,0.049321976,0.122420534
0.19554844,0.08656868,0.07682029,0.35358545,0.2874772
0.119132034,0.11165259,0.08985218,0.20487331,0.4744898
0.28300205,0.11672865,0.14201708,0.15904708,0.29920512
0.07962573,0.22498916,0.19047935,0.3182295,0.18667625
0.19946551,0.23276809,0.14452802,0.14872861,0.27450985
0.24358737,0.10686556,0.24552463,0.2673423,0.13668019
0.28763476,0.08521168,0.10598107,0.25754213,0.26363036
0.20331089,0.10255041,0.28797692,0.07603243,0.33012933
0.17309639,0.18036643,0.2351789,0.2724943,0.13886398
0.2629522,0.06664195,0.23820518,0.16110101,0.27109972
0.23060024,0.24448173,0.09872181,0.24056408,0.18563223
0.05761285,0.4335484,0.15040964,0.29178903,0.06664006
0.2868494,0.189123,0.2750489,0.1650837,0.083894975
0.2151093,0.25872004,0.1587868,0.16836245,0.1990214
0.13090567,0.2517528,0.33723906,0.050194748,0.22990769
0.1882512,0.18832225,0.26736,0.08566714,0.27039945
0.1885394,0.48649907,0.16097969,0.082562424,0.081419416
0.11010819,0.31117105,0.23542249,0.16925459,0.17404361
0.20213252,0.20515785,0.1706955,0.21630538,0.20570871
0.2135977,0.13644466,0.1712631,0.24744608,0.2312485
0.3121971,0.13465217,0.180169,0.02016375,0.35281798
0.22935966,0.18694414,0.2523066,0.11685594,0.21453366
0.157646,0.2892997,0.07751319,0.27207425,0.2034669
0.33889914,0.20997314,0.18449128,0.081154265,0.18548213
0.33641967,0.28408313,0.07215098,0.04839681,0.2589494
0.16516523,0.23393561,0.2621661,0.19961955,0.13911346
0.34584904,0.061018012,0.20731568,0.13585445,0.24996279
0.12918158,0.15407166,0.10583506,0.27628165,0.3346301
0.15396535,0.20919083,0.2690707,0.18089058,0.18688256
0.14501058,0.37561256,0.16708612,0.20769556,0.10459518
0.29192892,0.27069908,0.26214013,0.058385286,0.11684654
0.21099949,0.3075909,0.12399558,0.20567298,0.15174109
0.270426,0.07867552,0.32279894,0.05407477,0.2740248
0.36613634,0.052893195,0.28488442,0.17441413,0.121671975
0.32972664,0.14732188,0.24843141,0.036303453,0.23821667
0.1719007,0.0467698,0.15328734,0.31812298,0.30991918
0.17933446,0.103937574,0.28468502,0.2035808,0.22846217
0.17530765,0.059999704,0.14497003,0.4004909,0.21923168
0.15971678,0.21489125,0.30750734,0.25854635,0.05933825
0.17140259,0.097719274,0.28979138,0.2996265,0.14146021
0.33689657,0.16448562,0.08965051,0.19259995,0.21636736
0.20764475,0.25394648,0.20249458,0.17116836,0.16474584
0.327466,0.11974917,0.25416622,0.077709176,0.22090939
0.23175582,0.11205034,0.06505421,0.41201535,0.17912425
0.120846614,0.1607675,0.19008829,0.23529363,0.29300395
0.14671093,0.2176529,0.0734115,0.32034275,0.24188189
